Age,Gender,MaritalStatus,Department,JobRole,JobLevel,OverTime,OverTimeFlag,MonthlyIncome,SalaryGroup,TotalWorkingYears,ExperienceGroup,YearsAtCompany,TenureGroup,StockOptionLevel,OverTime_LowSalary,EarlyCareer,Attrition,Attrition_Prob,RiskCategory
26,Male,Married,Research & Development,Manufacturing Director,2,No,0,5472,Mid-High,8,6-10,8,6-10,0,0,0,0,0.46432863140525843,Medium Risk
22,Male,Married,Research & Development,Laboratory Technician,1,No,0,2451,Low,4,3-5,4,4-5,1,0,0,0,0.3923652888200127,Low Risk
48,Male,Single,Research & Development,Healthcare Representative,2,No,0,4240,Mid-Low,19,11-20,2,2-3,0,0,0,0,0.28675515172348653,Low Risk
48,Male,Single,Research & Development,Healthcare Representative,3,No,0,10999,High,27,21+,15,11+,0,0,0,0,0.2346979007907789,Low Risk
41,Female,Single,Research & Development,Manufacturing Director,2,No,0,5003,Mid-High,8,6-10,2,2-3,0,0,0,0,0.37766460955777886,Low Risk
39,Female,Married,Research & Development,Manufacturing Director,4,No,0,12742,High,21,21+,21,11+,1,0,0,0,0.241160071199601,Low Risk
27,Female,Married,Research & Development,Manufacturing Director,2,No,0,4227,Mid-Low,4,3-5,3,2-3,1,0,0,0,0.37849236842024686,Low Risk
35,Male,Divorced,Research & Development,Laboratory Technician,1,No,0,3917,Mid-Low,3,3-5,3,2-3,1,0,0,0,0.31748453849027175,Low Risk
42,Male,Married,Sales,Manager,5,No,0,18303,High,21,21+,1,0-1,0,0,1,0,0.5173597142676317,Medium Risk
50,Male,Married,Research & Development,Laboratory Technician,1,No,0,2380,Low,8,6-10,1,0-1,0,0,1,0,0.6247261709346901,Medium Risk
59,Female,Single,Research & Development,Manufacturing Director,4,Yes,1,13726,High,30,21+,5,4-5,0,0,0,0,0.3514412978342909,Low Risk
37,Female,Married,Research & Development,Healthcare Representative,2,No,0,4777,Mid-Low,15,11-20,1,0-1,0,0,1,1,0.6464317842152508,Medium Risk
55,Male,Married,Research & Development,Healthcare Representative,2,Yes,1,6385,Mid-High,17,11-20,8,6-10,2,0,0,0,0.28094612359651466,Low Risk
41,Female,Divorced,Research & Development,Research Director,5,No,0,19973,High,21,21+,21,11+,2,0,0,0,0.13385833119993923,Low Risk
38,Male,Single,Sales,Sales Executive,2,Yes,1,6861,Mid-High,19,11-20,1,0-1,0,0,1,0,0.7952122036517594,High Risk
26,Male,Single,Sales,Sales Executive,2,No,0,4969,Mid-High,7,6-10,2,2-3,0,0,0,1,0.4595512249446258,Medium Risk
52,Female,Married,Sales,Manager,5,No,0,19845,High,33,21+,32,11+,1,0,0,1,0.13723358892407986,Low Risk
44,Female,Married,Sales,Sales Executive,4,Yes,1,13320,High,23,21+,12,11+,1,0,0,0,0.3892870714372964,Low Risk
50,Female,Married,Sales,Sales Executive,2,No,0,6347,Mid-High,19,11-20,18,11+,1,0,0,0,0.2116010079781078,Low Risk
36,Female,Single,Research & Development,Laboratory Technician,1,No,0,2743,Low,18,11-20,17,11+,0,0,0,1,0.3719902467661048,Low Risk
39,Female,Single,Research & Development,Manufacturing Director,3,Yes,1,10880,High,21,21+,21,11+,0,0,0,0,0.5613038993057384,Medium Risk
33,Female,Single,Sales,Sales Representative,1,No,0,2342,Low,3,3-5,2,2-3,0,0,0,0,0.4489574027929953,Medium Risk
45,Female,Married,Sales,Manager,4,No,0,17650,High,26,21+,9,6-10,1,0,0,0,0.13996568999550593,Low Risk
32,Female,Single,Research & Development,Laboratory Technician,1,No,0,4025,Mid-Low,10,6-10,8,6-10,0,0,0,0,0.40238140482331236,Medium Risk
34,Male,Divorced,Sales,Sales Executive,2,No,0,9725,High,16,11-20,15,11+,1,0,0,0,0.2463790135731225,Low Risk
59,Male,Married,Sales,Manager,3,Yes,1,11904,High,14,11-20,6,6-10,1,0,0,0,0.3419986467244371,Low Risk
45,Male,Single,Human Resources,Human Resources,1,No,0,2177,Low,6,6-10,6,6-10,0,0,0,0,0.3829298406664997,Low Risk
53,Female,Married,Sales,Sales Executive,3,No,0,7525,Mid-High,30,21+,15,11+,1,0,0,0,0.1632315244281265,Low Risk
36,Male,Divorced,Research & Development,Laboratory Technician,2,No,0,4834,Mid-Low,9,6-10,1,0-1,1,0,1,1,0.5842681376144382,Medium Risk
26,Male,Married,Research & Development,Research Scientist,1,Yes,1,2042,Low,6,6-10,3,2-3,1,1,0,1,0.8129008026285413,High Risk
34,Female,Married,Sales,Sales Representative,1,Yes,1,2220,Low,1,0-2,1,0-1,1,1,1,0,0.9326873513992349,High Risk
28,Male,Married,Sales,Sales Representative,1,No,0,1052,Low,1,0-2,1,0-1,0,0,1,0,0.7732706553328289,High Risk
38,Male,Married,Research & Development,Research Scientist,1,No,0,2821,Low,8,6-10,2,2-3,1,0,0,0,0.2846313560801562,Low Risk
50,Male,Married,Research & Development,Research Director,5,Yes,1,19237,High,29,21+,8,6-10,1,0,0,0,0.27835658697199767,Low Risk
37,Female,Single,Research & Development,Healthcare Representative,2,No,0,4107,Mid-Low,8,6-10,4,4-5,0,0,0,0,0.414428160174455,Medium Risk
40,Male,Married,Sales,Sales Executive,2,No,0,8396,High,8,6-10,7,6-10,1,0,0,0,0.2601779969285221,Low Risk
26,Female,Divorced,Research & Development,Research Scientist,1,No,0,2007,Low,5,3-5,5,4-5,2,0,0,0,0.27677151056711913,Low Risk
46,Male,Divorced,Research & Development,Research Director,5,No,0,19627,High,23,21+,2,2-3,2,0,0,0,0.09611333106006098,Low Risk
54,Female,Married,Sales,Sales Executive,3,No,0,10686,High,13,11-20,9,6-10,1,0,0,0,0.19489672928113785,Low Risk
56,Female,Married,Research & Development,Research Scientist,1,No,0,2942,Mid-Low,18,11-20,5,4-5,1,0,0,0,0.17646649078813945,Low Risk
36,Female,Single,Research & Development,Manufacturing Director,3,No,0,8858,High,15,11-20,14,11+,0,0,0,0,0.3777692243660842,Low Risk
55,Male,Single,Research & Development,Manager,4,No,0,16756,High,31,21+,9,6-10,0,0,0,0,0.15910934583422068,Low Risk
43,Male,Divorced,Sales,Sales Executive,3,No,0,10798,High,18,11-20,1,0-1,1,0,1,0,0.44524110516827314,Medium Risk
20,Female,Single,Sales,Sales Representative,1,Yes,1,2323,Low,2,0-2,2,2-3,0,1,1,1,0.9658861510175759,High Risk
21,Female,Single,Research & Development,Laboratory Technician,1,No,0,1416,Low,1,0-2,1,0-1,0,0,1,1,0.7943248474033326,High Risk
46,Female,Divorced,Research & Development,Research Scientist,2,Yes,1,4615,Mid-Low,19,11-20,16,11+,3,0,0,0,0.2556753576023838,Low Risk
51,Male,Married,Research & Development,Research Scientist,1,Yes,1,2461,Low,18,11-20,10,6-10,3,1,0,1,0.44680318653462836,Medium Risk
28,Male,Single,Research & Development,Healthcare Representative,3,No,0,8722,High,10,6-10,10,6-10,0,0,0,1,0.4410635704800638,Medium Risk
26,Male,Married,Research & Development,Laboratory Technician,1,No,0,3955,Mid-Low,6,6-10,5,4-5,2,0,0,0,0.2513946486080335,Low Risk
30,Male,Married,Research & Development,Manufacturing Director,2,No,0,9957,High,7,6-10,6,6-10,1,0,0,0,0.2877098822905227,Low Risk
41,Female,Married,Research & Development,Research Scientist,1,No,0,3376,Mid-Low,10,6-10,10,6-10,0,0,0,0,0.37255409389962935,Low Risk
38,Female,Married,Research & Development,Healthcare Representative,3,No,0,8823,High,20,11-20,19,11+,1,0,0,0,0.25622023106917713,Low Risk
40,Male,Married,Research & Development,Healthcare Representative,3,No,0,10322,High,14,11-20,11,11+,1,0,0,0,0.24679410640382382,Low Risk
27,Male,Married,Research & Development,Laboratory Technician,1,No,0,4621,Mid-Low,3,3-5,3,2-3,3,0,0,0,0.17711172705363748,Low Risk
55,Male,Married,Research & Development,Manufacturing Director,3,No,0,10976,High,23,21+,3,2-3,1,0,0,0,0.14082982409910647,Low Risk
28,Female,Single,Research & Development,Research Scientist,2,No,0,3660,Mid-Low,10,6-10,8,6-10,0,0,0,0,0.4639250144276503,Medium Risk
44,Male,Married,Human Resources,Human Resources,3,No,0,10482,High,24,21+,20,11+,1,0,0,1,0.2016589480568747,Low Risk
33,Male,Divorced,Research & Development,Healthcare Representative,3,No,0,7119,Mid-High,9,6-10,3,2-3,1,0,0,0,0.3182750682073313,Low Risk
35,Male,Single,Sales,Sales Executive,3,Yes,1,9582,High,9,6-10,8,6-10,0,0,0,1,0.6395663224444158,Medium Risk
33,Female,Single,Research & Development,Research Scientist,2,No,0,4508,Mid-Low,14,11-20,13,11+,0,0,0,1,0.41522440654721016,Medium Risk
28,Male,Divorced,Research & Development,Laboratory Technician,1,No,0,2207,Low,4,3-5,4,4-5,1,0,0,0,0.3664388693918157,Low Risk
34,Male,Single,Research & Development,Healthcare Representative,2,No,0,7756,Mid-High,7,6-10,6,6-10,0,0,0,0,0.39561040422204585,Low Risk
37,Female,Divorced,Sales,Sales Executive,2,Yes,1,6694,Mid-High,8,6-10,1,0-1,3,0,1,0,0.586122444281264,Medium Risk
25,Male,Married,Research & Development,Laboratory Technician,1,Yes,1,3691,Mid-Low,7,6-10,7,6-10,1,0,0,1,0.5948953903460555,Medium Risk
26,Male,Divorced,Research & Development,Laboratory Technician,1,No,0,2377,Low,1,0-2,1,0-1,1,0,1,1,0.6790207837175796,Medium Risk
33,Male,Single,Research & Development,Research Scientist,1,Yes,1,2313,Low,5,3-5,2,2-3,0,1,0,1,0.8551700610637384,High Risk
42,Male,Married,Research & Development,Manager,4,No,0,17665,High,23,21+,22,11+,1,0,0,0,0.18079857121851933,Low Risk
28,Male,Divorced,Research & Development,Laboratory Technician,1,No,0,2596,Low,1,0-2,1,0-1,2,0,1,1,0.5616699271110631,Medium Risk
50,Male,Single,Sales,Sales Executive,2,Yes,1,4728,Mid-Low,5,3-5,0,0-1,0,0,1,1,0.8324711676009285,High Risk
33,Female,Married,Sales,Sales Executive,2,No,0,4302,Mid-Low,4,3-5,3,2-3,1,0,0,0,0.3491220128969214,Low Risk
34,Male,Married,Research & Development,Research Scientist,1,No,0,2979,Mid-Low,6,6-10,0,0-1,3,0,1,0,0.37836068124733924,Low Risk
48,Male,Single,Research & Development,Manager,4,No,0,16885,High,27,21+,5,4-5,0,0,0,0,0.18767533518636081,Low Risk
45,Female,Married,Sales,Sales Executive,2,No,0,5593,Mid-High,15,11-20,15,11+,1,0,0,0,0.25015042639280155,Low Risk
52,Male,Single,Research & Development,Healthcare Representative,3,No,0,10445,High,18,11-20,8,6-10,0,0,0,0,0.2556899624392037,Low Risk
38,Male,Divorced,Sales,Sales Executive,3,Yes,1,8740,High,9,6-10,8,6-10,2,0,0,0,0.4155042780008348,Medium Risk
29,Female,Divorced,Research & Development,Research Scientist,1,No,0,2514,Low,11,11-20,7,6-10,1,0,0,0,0.322220619374132,Low Risk
28,Female,Divorced,Research & Development,Manufacturing Director,3,No,0,7655,Mid-High,10,6-10,9,6-10,3,0,0,0,0.17663349022902622,Low Risk
46,Male,Married,Sales,Manager,4,No,0,17465,High,23,21+,12,11+,1,0,0,0,0.15376957113643677,Low Risk
38,Male,Single,Sales,Sales Executive,3,No,0,7351,Mid-High,10,6-10,1,0-1,0,0,1,0,0.6763973518492228,Medium Risk
43,Female,Married,Research & Development,Manufacturing Director,3,No,0,10820,High,18,11-20,8,6-10,1,0,0,0,0.20545420790542598,Low Risk
39,Male,Divorced,Research & Development,Healthcare Representative,4,No,0,12169,High,21,21+,18,11+,3,0,0,1,0.11398988576202512,Low Risk
40,Male,Single,Research & Development,Research Director,5,No,0,19626,High,21,21+,20,11+,0,0,0,0,0.2802573836208881,Low Risk
21,Female,Single,Research & Development,Research Scientist,1,Yes,1,2070,Low,2,0-2,2,2-3,0,1,1,0,0.9656490401212584,High Risk
39,Male,Single,Research & Development,Laboratory Technician,2,No,0,6782,Mid-High,9,6-10,5,4-5,0,0,0,0,0.36740916901314996,Low Risk
36,Male,Single,Research & Development,Manufacturing Director,2,No,0,7779,Mid-High,18,11-20,11,11+,0,0,0,0,0.3289460326803897,Low Risk
31,Male,Married,Sales,Sales Representative,1,No,0,2791,Low,3,3-5,2,2-3,1,0,0,0,0.34607551353396987,Low Risk
28,Male,Married,Research & Development,Research Scientist,1,No,0,3201,Mid-Low,6,6-10,5,4-5,0,0,0,0,0.45143538640051223,Medium Risk
35,Male,Divorced,Sales,Sales Executive,2,No,0,4968,Mid-High,5,3-5,5,4-5,1,0,0,0,0.3312723086594991,Low Risk
49,Male,Married,Sales,Sales Executive,4,No,0,13120,High,22,21+,9,6-10,1,0,0,0,0.17555050256539523,Low Risk
34,Male,Single,Research & Development,Manufacturing Director,2,No,0,4033,Mid-Low,5,3-5,3,2-3,0,0,0,0,0.44807029819330674,Medium Risk
29,Female,Divorced,Research & Development,Research Scientist,1,No,0,3291,Mid-Low,8,6-10,7,6-10,2,0,0,0,0.24063535956530901,Low Risk
42,Male,Single,Research & Development,Laboratory Technician,2,No,0,4272,Mid-Low,16,11-20,1,0-1,0,0,1,0,0.622331838508873,Medium Risk
29,Male,Married,Research & Development,Manufacturing Director,2,Yes,1,5056,Mid-High,10,6-10,10,6-10,1,0,0,0,0.5824588317022131,Medium Risk
38,Male,Married,Human Resources,Human Resources,1,No,0,2844,Low,7,6-10,7,6-10,1,0,0,0,0.30294501885424985,Low Risk
28,Male,Divorced,Research & Development,Research Scientist,1,Yes,1,2703,Low,3,3-5,3,2-3,1,1,0,0,0.8141591456905333,High Risk
18,Male,Single,Research & Development,Laboratory Technician,1,No,0,1904,Low,0,0-2,0,0-1,0,0,1,1,0.8026170303984422,High Risk
33,Female,Single,Sales,Sales Executive,2,Yes,1,8224,Mid-High,6,6-10,5,4-5,0,0,0,1,0.6418675992942157,Medium Risk
41,Male,Married,Research & Development,Laboratory Technician,1,Yes,1,4766,Mid-Low,6,6-10,1,0-1,1,0,1,0,0.7634014965113661,High Risk
31,Male,Married,Research & Development,Laboratory Technician,1,No,0,2610,Low,2,0-2,2,2-3,1,0,1,1,0.6499360126324284,Medium Risk
37,Female,Divorced,Research & Development,Healthcare Representative,2,No,0,5731,Mid-High,9,6-10,6,6-10,2,0,0,0,0.20878145948660873,Low Risk
27,Male,Married,Research & Development,Research Scientist,1,No,0,2539,Low,4,3-5,4,4-5,1,0,0,0,0.3671380672867658,Low Risk
34,Female,Married,Sales,Sales Executive,2,No,0,5714,Mid-High,6,6-10,6,6-10,0,0,0,0,0.4284489156514617,Medium Risk
35,Male,Single,Human Resources,Human Resources,1,No,0,4323,Mid-Low,6,6-10,5,4-5,0,0,0,0,0.4019191943486611,Medium Risk
29,Female,Married,Sales,Sales Executive,3,No,0,7336,Mid-High,11,11-20,11,11+,1,0,0,1,0.34324254309000446,Low Risk
40,Female,Single,Research & Development,Research Director,3,No,0,13499,High,20,11-20,18,11+,0,0,0,0,0.2856665410437934,Low Risk
42,Male,Single,Sales,Sales Executive,4,Yes,1,13758,High,22,21+,21,11+,0,0,0,1,0.5386940880272522,Medium Risk
42,Male,Single,Sales,Sales Executive,2,No,0,5155,Mid-High,9,6-10,6,6-10,0,0,0,0,0.37593306127555914,Low Risk
35,Male,Married,Research & Development,Laboratory Technician,1,No,0,2258,Low,10,6-10,8,6-10,1,0,0,0,0.3073012819941312,Low Risk
24,Male,Single,Research & Development,Laboratory Technician,1,No,0,3597,Mid-Low,6,6-10,4,4-5,0,0,0,0,0.4635578188344615,Medium Risk
28,Female,Married,Research & Development,Laboratory Technician,1,Yes,1,2515,Low,1,0-2,1,0-1,0,1,1,1,0.9602650036365096,High Risk
26,Male,Married,Research & Development,Laboratory Technician,1,No,0,4420,Mid-Low,8,6-10,8,6-10,1,0,0,0,0.3349048124135461,Low Risk
30,Male,Married,Sales,Sales Executive,2,No,0,6578,Mid-High,10,6-10,10,6-10,1,0,0,0,0.3178918486483565,Low Risk
40,Female,Married,Research & Development,Research Scientist,2,Yes,1,4422,Mid-Low,16,11-20,1,0-1,1,0,1,0,0.7463869003505856,High Risk
35,Male,Divorced,Research & Development,Manufacturing Director,3,No,0,10274,High,15,11-20,7,6-10,1,0,0,0,0.25200135224979325,Low Risk
34,Male,Single,Research & Development,Healthcare Representative,2,No,0,5343,Mid-High,14,11-20,13,11+,0,0,0,0,0.3996569113001765,Low Risk
35,Male,Married,Research & Development,Laboratory Technician,1,No,0,2376,Low,2,0-2,2,2-3,1,0,1,0,0.633923562895506,Medium Risk
43,Female,Single,Sales,Sales Executive,2,No,0,5346,Mid-High,7,6-10,4,4-5,0,0,0,1,0.376151206227456,Low Risk
32,Female,Divorced,Sales,Sales Representative,1,No,0,2827,Low,1,0-2,1,0-1,3,0,1,0,0.4267747436999046,Medium Risk
56,Female,Divorced,Research & Development,Manager,5,No,0,19943,High,28,21+,5,4-5,1,0,0,0,0.10742350180660432,Low Risk
29,Female,Married,Research & Development,Laboratory Technician,1,No,0,3131,Mid-Low,10,6-10,10,6-10,1,0,0,0,0.3293400511832103,Low Risk
19,Male,Single,Research & Development,Research Scientist,1,No,0,2552,Low,1,0-2,1,0-1,0,0,1,0,0.7912293212829327,High Risk
45,Female,Married,Research & Development,Research Scientist,1,Yes,1,4477,Mid-Low,7,6-10,3,2-3,1,0,0,0,0.4709508467195403,Medium Risk
37,Female,Married,Research & Development,Manufacturing Director,2,No,0,6474,Mid-High,14,11-20,14,11+,1,0,0,0,0.2759826522951979,Low Risk
20,Male,Single,Research & Development,Laboratory Technician,1,No,0,3033,Mid-Low,2,0-2,2,2-3,0,0,1,0,0.7808742315609489,High Risk
44,Male,Single,Research & Development,Research Scientist,1,Yes,1,2936,Mid-Low,6,6-10,6,6-10,0,0,0,1,0.6222390464773252,Medium Risk
53,Female,Divorced,Research & Development,Manager,5,No,0,18606,High,26,21+,7,6-10,1,0,0,0,0.12957270105124613,Low Risk
29,Female,Married,Research & Development,Research Scientist,1,Yes,1,2168,Low,6,6-10,5,4-5,1,1,0,0,0.806186595980958,High Risk
22,Male,Married,Research & Development,Research Scientist,1,Yes,1,2853,Low,1,0-2,0,0-1,1,1,1,1,0.9442271267999117,High Risk
46,Female,Married,Sales,Manager,4,No,0,17048,High,28,21+,26,11+,0,0,0,0,0.23100150827449087,Low Risk
44,Male,Single,Research & Development,Research Scientist,1,No,0,2290,Low,6,6-10,0,0-1,0,0,1,0,0.6640019301971205,Medium Risk
33,Male,Married,Human Resources,Human Resources,1,No,0,3600,Mid-Low,5,3-5,5,4-5,1,0,0,0,0.3231903172421909,Low Risk
41,Male,Divorced,Research & Development,Research Scientist,1,No,0,2107,Low,5,3-5,1,0-1,1,0,1,1,0.585125884543179,Medium Risk
30,Male,Divorced,Sales,Sales Executive,2,No,0,4115,Mid-Low,8,6-10,4,4-5,3,0,0,0,0.17522987447858862,Low Risk
40,Male,Married,Sales,Sales Executive,2,No,0,4327,Mid-Low,5,3-5,0,0-1,3,0,1,0,0.3745593227347105,Low Risk
50,Female,Married,Research & Development,Manager,4,No,0,17856,High,32,21+,2,2-3,1,0,0,0,0.10126907561322628,Low Risk
28,Male,Married,Research & Development,Laboratory Technician,1,No,0,3196,Mid-Low,6,6-10,6,6-10,3,0,0,0,0.1781826128328621,Low Risk
46,Male,Married,Research & Development,Research Director,5,No,0,19081,High,25,21+,4,4-5,1,0,0,0,0.14244772585559792,Low Risk
35,Male,Married,Sales,Sales Executive,2,Yes,1,8966,High,15,11-20,7,6-10,3,0,0,0,0.2552590662268927,Low Risk
24,Female,Married,Research & Development,Laboratory Technician,1,No,0,2210,Low,1,0-2,1,0-1,1,0,1,1,0.6897758949440316,Medium Risk
33,Female,Married,Sales,Sales Executive,2,No,0,4539,Mid-Low,10,6-10,10,6-10,1,0,0,0,0.32792936549469515,Low Risk
36,Male,Divorced,Research & Development,Laboratory Technician,1,No,0,2741,Low,7,6-10,7,6-10,1,0,0,0,0.3128372843382568,Low Risk
30,Male,Divorced,Research & Development,Laboratory Technician,2,No,0,3491,Mid-Low,10,6-10,10,6-10,3,0,0,0,0.18265609191959492,Low Risk
44,Male,Single,Research & Development,Research Scientist,2,No,0,4541,Mid-Low,20,11-20,20,11+,0,0,0,0,0.342578889983664,Low Risk
20,Male,Single,Sales,Sales Representative,1,No,0,2678,Low,2,0-2,2,2-3,0,0,1,0,0.7840572927635813,High Risk
46,Male,Divorced,Research & Development,Manufacturing Director,2,No,0,7379,Mid-High,12,11-20,6,6-10,1,0,0,0,0.22462526416905762,Low Risk
42,Male,Married,Human Resources,Human Resources,2,No,0,6272,Mid-High,10,6-10,4,4-5,1,0,0,0,0.2559532487674813,Low Risk
60,Male,Divorced,Sales,Sales Executive,2,Yes,1,5220,Mid-High,12,11-20,11,11+,1,0,0,0,0.4121619845544225,Medium Risk
32,Female,Married,Research & Development,Laboratory Technician,1,No,0,2743,Low,2,0-2,2,2-3,1,0,1,0,0.6436524009786808,Medium Risk
32,Female,Single,Research & Development,Research Scientist,2,Yes,1,4998,Mid-High,10,6-10,8,6-10,0,0,0,0,0.667887052414351,Medium Risk
36,Female,Divorced,Research & Development,Manufacturing Director,3,Yes,1,10252,High,17,11-20,7,6-10,1,0,0,0,0.45817125486056054,Medium Risk
33,Male,Married,Research & Development,Research Scientist,1,No,0,2781,Low,15,11-20,14,11+,1,0,0,0,0.29613892740318504,Low Risk
40,Female,Divorced,Sales,Sales Executive,2,No,0,6852,Mid-High,7,6-10,5,4-5,1,0,0,0,0.276826944632625,Low Risk
25,Male,Single,Sales,Sales Executive,2,No,0,4950,Mid-High,5,3-5,4,4-5,0,0,0,0,0.48500769063557814,Medium Risk
30,Male,Married,Research & Development,Research Scientist,1,Yes,1,3579,Mid-Low,12,11-20,11,11+,1,0,0,0,0.5489978407916879,Medium Risk
42,Female,Married,Research & Development,Research Director,3,Yes,1,13191,High,20,11-20,1,0-1,0,0,1,0,0.7432484129912331,High Risk
35,Female,Married,Sales,Sales Executive,3,Yes,1,10377,High,16,11-20,13,11+,1,0,0,0,0.4870035272087936,Medium Risk
27,Male,Married,Research & Development,Research Scientist,1,Yes,1,2235,Low,9,6-10,9,6-10,2,1,0,0,0.7269391448025662,High Risk
54,Female,Divorced,Research & Development,Manufacturing Director,3,No,0,10502,High,33,21+,5,4-5,1,0,0,0,0.117249159221612,Low Risk
44,Female,Married,Research & Development,Research Scientist,1,No,0,2011,Low,10,6-10,10,6-10,1,0,0,0,0.27694507795230056,Low Risk
19,Female,Single,Research & Development,Research Scientist,1,Yes,1,1859,Low,1,0-2,1,0-1,0,1,1,1,0.9678302513064954,High Risk
29,Female,Divorced,Research & Development,Research Scientist,1,No,0,3760,Mid-Low,3,3-5,3,2-3,3,0,0,0,0.1777475681198701,Low Risk
54,Male,Married,Research & Development,Research Director,4,No,0,17779,High,36,21+,10,6-10,0,0,0,0,0.13869659913087332,Low Risk
31,Male,Married,Research & Development,Healthcare Representative,2,Yes,1,6833,Mid-High,6,6-10,6,6-10,0,0,0,0,0.6704114171925444,Medium Risk
31,Female,Single,Research & Development,Healthcare Representative,2,No,0,6812,Mid-High,10,6-10,10,6-10,0,0,0,0,0.4139874023701564,Medium Risk
59,Female,Single,Sales,Sales Executive,2,No,0,5171,Mid-High,13,11-20,6,6-10,0,0,0,0,0.2752124657967205,Low Risk
43,Male,Married,Research & Development,Research Director,5,No,0,19740,High,25,21+,8,6-10,1,0,0,0,0.1519803998745132,Low Risk
49,Male,Married,Research & Development,Manager,5,No,0,18711,High,23,21+,1,0-1,1,0,1,0,0.3542528985038334,Low Risk
36,Male,Married,Research & Development,Research Scientist,1,No,0,3692,Mid-Low,12,11-20,11,11+,0,0,0,0,0.38243938634880537,Low Risk
48,Male,Single,Research & Development,Laboratory Technician,1,No,0,2559,Low,7,6-10,1,0-1,0,0,1,0,0.6385936585286788,Medium Risk
27,Male,Divorced,Research & Development,Research Scientist,1,No,0,2517,Low,5,3-5,5,4-5,3,0,0,0,0.18897320696902203,Low Risk
29,Male,Divorced,Research & Development,Healthcare Representative,2,Yes,1,6623,Mid-High,6,6-10,6,6-10,2,0,0,0,0.46617996146737795,Medium Risk
48,Male,Single,Research & Development,Research Director,5,No,0,18265,High,25,21+,1,0-1,0,0,1,0,0.4591707096491356,Medium Risk
29,Female,Divorced,Research & Development,Research Director,4,No,0,16124,High,9,6-10,7,6-10,2,0,0,0,0.19719335230614904,Low Risk
34,Female,Married,Research & Development,Research Scientist,1,No,0,2585,Low,2,0-2,1,0-1,0,0,1,0,0.7300903277860058,High Risk
44,Male,Married,Sales,Manager,5,No,0,18213,High,26,21+,22,11+,1,0,0,0,0.18017647219454955,Low Risk
33,Male,Divorced,Sales,Sales Executive,3,Yes,1,8380,High,10,6-10,9,6-10,2,0,0,0,0.4413857718259998,Medium Risk
19,Female,Single,Research & Development,Research Scientist,1,Yes,1,2994,Mid-Low,1,0-2,1,0-1,0,0,1,0,0.9092692106927912,High Risk
23,Male,Married,Research & Development,Research Scientist,1,No,0,1223,Low,1,0-2,1,0-1,1,0,1,0,0.7050711658126239,High Risk
25,Male,Single,Sales,Sales Representative,1,Yes,1,1118,Low,1,0-2,1,0-1,0,1,1,1,0.9651108487703297,High Risk
26,Male,Single,Research & Development,Research Scientist,1,Yes,1,2875,Low,8,6-10,8,6-10,0,1,0,0,0.8675277353258747,High Risk
45,Female,Single,Sales,Manager,5,Yes,1,18824,High,26,21+,24,11+,0,0,0,1,0.4753254290757252,Medium Risk
55,Male,Divorced,Research & Development,Healthcare Representative,4,Yes,1,13577,High,34,21+,33,11+,1,0,0,0,0.3230880889402494,Low Risk
21,Female,Single,Research & Development,Laboratory Technician,1,No,0,2625,Low,2,0-2,2,2-3,0,0,1,1,0.781044105231711,High Risk
46,Female,Married,Sales,Manager,5,No,0,18789,High,26,21+,11,11+,1,0,0,0,0.1516505084545504,Low Risk
34,Female,Single,Sales,Sales Executive,2,Yes,1,4538,Mid-Low,4,3-5,3,2-3,0,0,0,0,0.6875396465515189,Medium Risk
51,Male,Divorced,Sales,Manager,5,Yes,1,19847,High,31,21+,29,11+,1,0,0,0,0.3093434764749097,Low Risk
59,Male,Single,Research & Development,Manufacturing Director,3,No,0,10512,High,25,21+,9,6-10,0,0,0,0,0.1978965855497091,Low Risk
34,Female,Divorced,Research & Development,Laboratory Technician,2,No,0,4444,Mid-Low,15,11-20,11,11+,2,0,0,0,0.21252769226038506,Low Risk
28,Male,Single,Research & Development,Laboratory Technician,1,Yes,1,2154,Low,5,3-5,4,4-5,0,1,0,0,0.8711538338659609,High Risk
44,Male,Divorced,Research & Development,Manager,5,No,0,19190,High,26,21+,25,11+,2,0,0,0,0.12147475777773775,Low Risk
34,Male,Married,Human Resources,Human Resources,2,No,0,4490,Mid-Low,14,11-20,10,6-10,2,0,0,0,0.21476583403887345,Low Risk
35,Male,Married,Research & Development,Research Scientist,1,Yes,1,3506,Mid-Low,4,3-5,3,2-3,0,0,0,0,0.662114348145229,Medium Risk
42,Female,Married,Research & Development,Research Scientist,2,Yes,1,2372,Low,18,11-20,1,0-1,0,1,1,0,0.9294743297402768,High Risk
43,Female,Single,Sales,Sales Executive,3,No,0,10231,High,23,21+,21,11+,0,0,0,0,0.2987813312091412,Low Risk
36,Female,Single,Research & Development,Manufacturing Director,2,Yes,1,5410,Mid-High,18,11-20,16,11+,0,0,0,0,0.6151420384893826,Medium Risk
44,Female,Married,Research & Development,Healthcare Representative,3,No,0,7978,Mid-High,10,6-10,10,6-10,1,0,0,1,0.27399533489015165,Low Risk
28,Male,Married,Research & Development,Laboratory Technician,1,Yes,1,3867,Mid-Low,2,0-2,2,2-3,1,0,1,0,0.8333721135870507,High Risk
51,Female,Single,Research & Development,Laboratory Technician,1,No,0,2838,Low,8,6-10,7,6-10,0,0,0,0,0.3365442983567443,Low Risk
